referrer,views_total,views_unique
Google,40,12
Bing,33,1
spheric-sph.org,24,2
github.com,3,2
cn.bing.com,2,2
DuckDuckGo,1,1
chatgpt.com,1,1
hpc.dmi.unibas.ch,1,1
