referrer,views_total,views_unique
Google,71,22
github.com,25,6
sph-exa.readthedocs.io,16,1
Bing,6,4
chatgpt.com,6,1
spheric-sph.org,4,2
docs.google.com,2,1
fr.search.yahoo.com,2,1
