referrer,views_total,views_unique
github.com,128,16
Google,32,11
DuckDuckGo,16,1
search.brave.com,9,2
chatgpt.com,3,1
yandex.ru,3,1
Bing,2,2
jfavre.github.io,1,1
sph-exa.readthedocs.io,1,1
