referrer,views_total,views_unique
Google,92,11
github.com,58,7
search.brave.com,29,3
spheric-sph.org,19,1
Bing,8,5
excel.officeapps.live.com,3,2
sph-exa.readthedocs.io,2,2
DuckDuckGo,2,1
chatgpt.com,1,1
