time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-23 00:00:00+00:00,12,8,23,7
2025-04-24 00:00:00+00:00,11,8,58,8
2025-04-25 00:00:00+00:00,7,7,7,3
2025-04-26 00:00:00+00:00,5,3,12,4
2025-04-27 00:00:00+00:00,6,6,18,3
2025-04-28 00:00:00+00:00,4,4,27,12
2025-04-29 00:00:00+00:00,4,4,4,4
2025-04-30 00:00:00+00:00,6,3,14,5
2025-05-01 00:00:00+00:00,5,5,6,4
2025-05-02 00:00:00+00:00,3,3,27,4
2025-05-03 00:00:00+00:00,7,4,1,1
2025-05-04 00:00:00+00:00,10,5,12,3
2025-05-05 00:00:00+00:00,11,7,82,7
2025-05-06 00:00:00+00:00,12,8,18,3
