referrer,views_total,views_unique
Google,31,18
arxiv.org,24,1
spec.org,21,3
Bing,14,2
spheric-sph.org,12,4
sph-exa.readthedocs.io,11,3
chatgpt.com,9,2
yandex.ru,3,1
github.dev,1,1
github.com,1,1
