referrer,views_total,views_unique
github.com,55,12
Google,23,12
Bing,11,3
chatgpt.com,6,1
spheric-sph.org,3,2
DuckDuckGo,3,1
l.messenger.com,1,1
qr.me-qr.com,1,1
sph-exa.readthedocs.io,1,1
