referrer,views_total,views_unique
Google,122,24
github.com,27,5
hpc.dmi.unibas.ch,3,2
spec.org,3,1
cn.bing.com,2,2
confluence.cscs.ch,1,1
search.brave.com,1,1
sph-exa.readthedocs.io,1,1
