time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-02 00:00:00+00:00,118,35,68,12
2026-03-03 00:00:00+00:00,95,26,25,8
2026-03-04 00:00:00+00:00,51,16,58,10
2026-03-05 00:00:00+00:00,56,19,32,17
2026-03-06 00:00:00+00:00,210,41,75,17
2026-03-07 00:00:00+00:00,173,27,40,13
2026-03-08 00:00:00+00:00,43,15,13,8
2026-03-09 00:00:00+00:00,123,35,70,13
2026-03-10 00:00:00+00:00,109,41,85,11
2026-03-11 00:00:00+00:00,68,19,46,12
2026-03-12 00:00:00+00:00,70,19,6,6
2026-03-13 00:00:00+00:00,72,16,7,4
2026-03-14 00:00:00+00:00,57,15,20,7
2026-03-15 00:00:00+00:00,64,19,26,4
