referrer,views_total,views_unique
Google,66,17
Bing,33,1
spheric-sph.org,25,3
github.com,3,2
hpc.dmi.unibas.ch,2,2
cn.bing.com,1,1
sph-exa.readthedocs.io,1,1
chatgpt.com,1,1
