referrer,views_total,views_unique
github.com,54,13
Google,47,9
spheric-sph.org,22,3
sph-exa.readthedocs.io,14,2
spec.org,6,1
Bing,5,4
hpc.dmi.unibas.ch,5,1
DuckDuckGo,2,1
chatgpt.com,1,1
excel.officeapps.live.com,1,1
