referrer,views_total,views_unique
Google,29,17
arxiv.org,24,1
spec.org,21,3
Bing,13,2
sph-exa.readthedocs.io,6,2
spheric-sph.org,4,2
yandex.ru,3,1
github.com,1,1
github.dev,1,1
