referrer,views_total,views_unique
github.com,77,8
Google,75,19
arxiv.org,20,2
chatgpt.com,11,1
sph-exa.readthedocs.io,7,1
Bing,3,3
spheric-sph.org,2,2
hpc.dmi.unibas.ch,2,1
DuckDuckGo,1,1
jfavre.github.io,1,1
