time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-17 00:00:00+00:00,41,23,7,3
2026-08-18 00:00:00+00:00,30,11,50,15
2026-08-19 00:00:00+00:00,252,101,12,6
2026-08-20 00:00:00+00:00,58,17,16,5
2026-08-21 00:00:00+00:00,80,43,6,4
2026-08-22 00:00:00+00:00,120,13,6,2
2026-08-23 00:00:00+00:00,27,11,0,0
2026-08-24 00:00:00+00:00,30,11,9,4
2026-08-25 00:00:00+00:00,41,8,4,2
2026-08-26 00:00:00+00:00,64,17,23,8
2026-08-27 00:00:00+00:00,45,13,22,4
2026-08-28 00:00:00+00:00,27,14,10,7
2026-08-29 00:00:00+00:00,31,12,3,2
2026-08-30 00:00:00+00:00,55,15,11,5
