referrer,views_total,views_unique
github.com,93,8
Google,51,13
Bing,10,4
overleaf.com,9,3
chatgpt.com,8,1
DuckDuckGo,2,2
hpc.dmi.unibas.ch,1,1
jira.cscs.ch,1,1
spheric-sph.org,1,1
