referrer,views_total,views_unique
Google,79,12
search.brave.com,30,3
github.com,25,7
Bing,7,5
sph-exa.readthedocs.io,2,2
excel.officeapps.live.com,2,1
DuckDuckGo,1,1
chatgpt.com,1,1
