time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-10 00:00:00+00:00,23,13,9,2
2026-01-11 00:00:00+00:00,24,13,2,2
2026-01-12 00:00:00+00:00,144,57,81,11
2026-01-13 00:00:00+00:00,55,24,87,10
2026-01-14 00:00:00+00:00,48,28,65,9
2026-01-15 00:00:00+00:00,26,20,18,8
2026-01-16 00:00:00+00:00,17,13,90,10
2026-01-17 00:00:00+00:00,22,11,30,6
2026-01-18 00:00:00+00:00,26,18,41,2
2026-01-19 00:00:00+00:00,47,23,35,12
2026-01-20 00:00:00+00:00,78,30,38,7
2026-01-21 00:00:00+00:00,187,51,47,6
2026-01-22 00:00:00+00:00,85,24,44,10
2026-01-23 00:00:00+00:00,88,31,77,10
