referrer,views_total,views_unique
Google,111,17
github.com,39,7
spheric-sph.org,5,4
zjuers.com,4,1
hpc.dmi.unibas.ch,3,2
spec.org,3,1
cn.bing.com,2,2
lumi-supercomputer.github.io,1,1
Bing,1,1
confluence.cscs.ch,1,1
