time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-29 00:00:00+00:00,11.0,5.0,4,4
2025-06-30 00:00:00+00:00,68.0,27.0,74,9
2025-07-01 00:00:00+00:00,20.0,9.0,128,11
2025-07-02 00:00:00+00:00,31.0,15.0,58,9
2025-07-03 00:00:00+00:00,35.0,16.0,112,10
2025-07-04 00:00:00+00:00,16.0,9.0,26,7
2025-07-05 00:00:00+00:00,22.0,10.0,7,3
2025-07-06 00:00:00+00:00,12.0,6.0,30,2
2025-07-07 00:00:00+00:00,25.0,18.0,69,9
2025-07-08 00:00:00+00:00,21.0,9.0,39,9
2025-07-09 00:00:00+00:00,59.0,18.0,60,5
2025-07-10 00:00:00+00:00,48.0,15.0,44,11
2025-07-11 00:00:00+00:00,18.0,9.0,22,5
2025-07-12 00:00:00+00:00,,,6,1
