referrer,views_total,views_unique
Google,136,23
github.com,6,3
hpc.dmi.unibas.ch,3,2
confluence.cscs.ch,1,1
cn.bing.com,1,1
sph-exa.readthedocs.io,1,1
search.brave.com,1,1
