referrer,views_total,views_unique
Google,66,23
github.com,14,8
sogo.uni-heidelberg.de,10,1
spheric-sph.org,9,4
Bing,8,2
linkedin.com,5,1
search.brave.com,2,2
sph-exa.readthedocs.io,1,1
