referrer,views_total,views_unique
Google,92,20
github.com,91,8
arxiv.org,19,2
chatgpt.com,11,1
overleaf.com,5,1
Bing,3,3
DuckDuckGo,1,1
hpc.dmi.unibas.ch,1,1
jfavre.github.io,1,1
jira.cscs.ch,1,1
