time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-08 00:00:00+00:00,24,16,2,2
2025-11-09 00:00:00+00:00,33,19,1,1
2025-11-10 00:00:00+00:00,31,19,25,10
2025-11-11 00:00:00+00:00,59,31,10,4
2025-11-12 00:00:00+00:00,22,15,27,9
2025-11-13 00:00:00+00:00,51,26,71,9
2025-11-14 00:00:00+00:00,17,11,7,4
2025-11-15 00:00:00+00:00,8,6,6,3
2025-11-16 00:00:00+00:00,8,5,19,2
2025-11-17 00:00:00+00:00,8,8,21,8
2025-11-18 00:00:00+00:00,42,19,37,13
2025-11-19 00:00:00+00:00,90,36,41,11
2025-11-20 00:00:00+00:00,18,14,51,6
2025-11-21 00:00:00+00:00,25,15,34,8
