time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-27 00:00:00+00:00,13,8,26,7
2025-03-28 00:00:00+00:00,9,6,20,6
2025-03-29 00:00:00+00:00,7,4,3,3
2025-03-30 00:00:00+00:00,16,8,27,2
2025-03-31 00:00:00+00:00,23,12,40,3
2025-04-01 00:00:00+00:00,11,10,42,11
2025-04-02 00:00:00+00:00,14,11,37,7
2025-04-03 00:00:00+00:00,65,13,2,1
2025-04-04 00:00:00+00:00,13,8,6,4
2025-04-05 00:00:00+00:00,8,6,19,8
2025-04-06 00:00:00+00:00,3,3,7,1
2025-04-07 00:00:00+00:00,10,7,45,3
2025-04-08 00:00:00+00:00,7,5,29,5
2025-04-09 00:00:00+00:00,4,3,29,4
