referrer,views_total,views_unique
Google,55,17
github.com,37,6
arxiv.org,20,2
sph-exa.readthedocs.io,7,1
spheric-sph.org,3,3
chatgpt.com,3,1
Bing,2,2
hpc.dmi.unibas.ch,2,1
jfavre.github.io,1,1
perplexity.ai,1,1
