time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-08 00:00:00+00:00,32,17,12,6
2026-05-09 00:00:00+00:00,45,17,0,0
2026-05-10 00:00:00+00:00,51,14,12,5
2026-05-11 00:00:00+00:00,38,15,10,7
2026-05-12 00:00:00+00:00,187,26,11,5
2026-05-13 00:00:00+00:00,96,24,6,4
2026-05-14 00:00:00+00:00,151,28,15,6
2026-05-15 00:00:00+00:00,259,21,20,8
2026-05-16 00:00:00+00:00,55,20,8,3
2026-05-17 00:00:00+00:00,41,18,5,2
2026-05-18 00:00:00+00:00,112,46,37,12
2026-05-19 00:00:00+00:00,98,44,15,5
2026-05-20 00:00:00+00:00,55,18,27,12
2026-05-21 00:00:00+00:00,620,56,11,4
