referrer,views_total,views_unique
Google,88,15
github.com,14,5
statics.teams.cdn.office.net,6,1
hpc.dmi.unibas.ch,5,2
spheric-sph.org,3,2
Bing,2,2
chatgpt.com,1,1
overleaf.com,1,1
spec.org,1,1
sph-exa.readthedocs.io,1,1
