referrer,views_total,views_unique
Google,50,20
sph-exa.readthedocs.io,21,2
spec.org,20,2
spheric-sph.org,15,5
github.com,11,3
chatgpt.com,9,2
Bing,8,3
yandex.ru,3,1
docs.google.com,2,1
fr.search.yahoo.com,2,1
