time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-26 00:00:00+00:00,71,22,23,3
2026-04-27 00:00:00+00:00,215,38,30,6
2026-04-28 00:00:00+00:00,82,24,13,6
2026-04-29 00:00:00+00:00,82,21,10,5
2026-04-30 00:00:00+00:00,75,22,19,3
2026-05-01 00:00:00+00:00,76,22,36,6
2026-05-02 00:00:00+00:00,88,21,8,3
2026-05-03 00:00:00+00:00,60,16,6,4
2026-05-04 00:00:00+00:00,68,17,4,3
2026-05-05 00:00:00+00:00,327,47,95,10
2026-05-06 00:00:00+00:00,381,39,18,8
2026-05-07 00:00:00+00:00,149,24,14,11
2026-05-08 00:00:00+00:00,32,17,12,6
2026-05-09 00:00:00+00:00,45,17,0,0
