referrer,views_total,views_unique
Google,34,9
search.brave.com,29,1
github.com,26,8
Bing,5,5
spec.org,3,2
excel.officeapps.live.com,2,1
DuckDuckGo,1,1
chatgpt.com,1,1
sph-exa.readthedocs.io,1,1
