referrer,views_total,views_unique
Google,77,24
github.com,26,7
sph-exa.readthedocs.io,21,2
spheric-sph.org,11,3
chatgpt.com,9,2
Bing,6,4
docs.google.com,2,1
fr.search.yahoo.com,2,1
