referrer,views_total,views_unique
Google,67,20
github.com,65,8
arxiv.org,20,2
sph-exa.readthedocs.io,7,1
chatgpt.com,6,1
Bing,3,3
spheric-sph.org,2,2
hpc.dmi.unibas.ch,2,1
DuckDuckGo,1,1
jfavre.github.io,1,1
