referrer,views_total,views_unique
Google,66,12
github.com,54,12
spheric-sph.org,21,2
sph-exa.readthedocs.io,15,3
Bing,8,4
DuckDuckGo,2,1
chatgpt.com,1,1
excel.officeapps.live.com,1,1
lumi-supercomputer.github.io,1,1
