referrer,views_total,views_unique
github.com,128,15
Google,72,17
Bing,12,2
hpc.dmi.unibas.ch,1,1
link.springer.com,1,1
qwant.com,1,1
sph-exa.readthedocs.io,1,1
spheric-sph.org,1,1
