time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-04 00:00:00+00:00,119,31,46,9
2026-02-05 00:00:00+00:00,47,18,22,9
2026-02-06 00:00:00+00:00,33,10,46,11
2026-02-07 00:00:00+00:00,34,12,4,4
2026-02-08 00:00:00+00:00,18,11,3,3
2026-02-09 00:00:00+00:00,29,13,18,6
2026-02-10 00:00:00+00:00,39,16,54,10
2026-02-11 00:00:00+00:00,37,17,45,10
2026-02-12 00:00:00+00:00,62,19,15,7
2026-02-13 00:00:00+00:00,32,15,36,4
2026-02-14 00:00:00+00:00,20,12,8,6
2026-02-15 00:00:00+00:00,57,16,3,3
2026-02-16 00:00:00+00:00,126,28,18,6
2026-02-17 00:00:00+00:00,35,16,22,6
