referrer,views_total,views_unique
github.com,48,11
spheric-sph.org,17,3
Google,14,5
chatgpt.com,10,2
aanda.org,3,1
DuckDuckGo,2,1
spec.org,2,1
hpc.dmi.unibas.ch,1,1
sph-exa.readthedocs.io,1,1
ya.ru,1,1
