referrer,views_total,views_unique
github.com,54,11
Google,23,12
Bing,11,3
chatgpt.com,6,1
spheric-sph.org,3,2
DuckDuckGo,3,1
qr.me-qr.com,1,1
sph-exa.readthedocs.io,1,1
