referrer,views_total,views_unique
Google,109,12
github.com,22,2
statics.teams.cdn.office.net,6,1
hpc.dmi.unibas.ch,4,1
Bing,2,2
overleaf.com,2,2
chatgpt.com,1,1
spec.org,1,1
spheric-sph.org,1,1
