referrer,views_total,views_unique
github.com,140,15
Google,101,21
Bing,12,2
sph-exa.readthedocs.io,2,2
hpc.dmi.unibas.ch,1,1
link.springer.com,1,1
qwant.com,1,1
search.brave.com,1,1
spheric-sph.org,1,1
