referrer,views_total,views_unique
github.com,134,16
Google,43,12
Bing,11,1
yandex.ru,3,1
de.overleaf.com,1,1
hpc.dmi.unibas.ch,1,1
jfavre.github.io,1,1
link.springer.com,1,1
qwant.com,1,1
sph-exa.readthedocs.io,1,1
