time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-23 00:00:00+00:00,343,61,113,12
2026-03-24 00:00:00+00:00,85,23,31,12
2026-03-25 00:00:00+00:00,80,19,24,4
2026-03-26 00:00:00+00:00,49,15,50,11
2026-03-27 00:00:00+00:00,47,12,20,7
2026-03-28 00:00:00+00:00,56,28,2,1
2026-03-29 00:00:00+00:00,55,24,4,4
2026-03-30 00:00:00+00:00,47,22,36,6
2026-03-31 00:00:00+00:00,34,12,33,4
2026-04-01 00:00:00+00:00,53,18,18,5
2026-04-02 00:00:00+00:00,40,15,25,8
2026-04-03 00:00:00+00:00,45,16,14,9
2026-04-04 00:00:00+00:00,33,13,2,2
2026-04-05 00:00:00+00:00,45,14,4,4
