referrer,views_total,views_unique
Google,56,20
github.com,32,8
Bing,23,3
sogo.uni-heidelberg.de,10,1
spheric-sph.org,7,3
sph-exa.readthedocs.io,1,1
cn.bing.com,1,1
search.brave.com,1,1
