referrer,views_total,views_unique
github.com,88,8
Google,65,9
overleaf.com,13,3
Bing,9,3
chatgpt.com,5,1
DuckDuckGo,2,2
hpc.dmi.unibas.ch,1,1
jira.cscs.ch,1,1
sph-exa.readthedocs.io,1,1
