referrer,views_total,views_unique
github.com,66,8
Google,24,13
sph-exa.readthedocs.io,7,1
chatgpt.com,3,1
Bing,2,2
spheric-sph.org,2,2
hpc.dmi.unibas.ch,2,1
arxiv.org,1,1
