referrer,views_total,views_unique
github.com,43,11
Google,20,10
Bing,15,4
chatgpt.com,6,1
DuckDuckGo,3,1
spheric-sph.org,2,1
l.messenger.com,1,1
qr.me-qr.com,1,1
sph-exa.readthedocs.io,1,1
