referrer,views_total,views_unique
Google,65,11
github.com,54,13
spheric-sph.org,22,3
sph-exa.readthedocs.io,15,3
Bing,6,4
spec.org,6,1
hpc.dmi.unibas.ch,5,1
DuckDuckGo,2,1
chatgpt.com,1,1
excel.officeapps.live.com,1,1
