time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-25 00:00:00+00:00,60,29,98,14
2025-11-26 00:00:00+00:00,39,21,25,7
2025-11-27 00:00:00+00:00,9,9,21,7
2025-11-28 00:00:00+00:00,51,28,53,11
2025-11-29 00:00:00+00:00,21,19,7,2
2025-11-30 00:00:00+00:00,6,6,7,6
2025-12-01 00:00:00+00:00,98,34,74,8
2025-12-02 00:00:00+00:00,102,38,23,6
2025-12-03 00:00:00+00:00,213,77,34,7
2025-12-04 00:00:00+00:00,33,21,35,9
2025-12-05 00:00:00+00:00,51,23,56,10
2025-12-06 00:00:00+00:00,23,14,8,5
2025-12-07 00:00:00+00:00,11,5,3,2
2025-12-08 00:00:00+00:00,11,6,31,5
