time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-29 00:00:00+00:00,21,19,7,2
2025-11-30 00:00:00+00:00,6,6,7,6
2025-12-01 00:00:00+00:00,98,34,74,8
2025-12-02 00:00:00+00:00,102,38,23,6
2025-12-03 00:00:00+00:00,213,77,34,7
2025-12-04 00:00:00+00:00,33,21,35,9
2025-12-05 00:00:00+00:00,51,23,56,10
2025-12-06 00:00:00+00:00,23,14,8,5
2025-12-07 00:00:00+00:00,11,5,3,2
2025-12-08 00:00:00+00:00,32,16,37,5
2025-12-09 00:00:00+00:00,56,40,22,17
2025-12-10 00:00:00+00:00,13,8,24,8
2025-12-11 00:00:00+00:00,16,8,20,8
2025-12-12 00:00:00+00:00,13,10,49,11
