referrer,views_total,views_unique
Google,55,17
github.com,34,5
arxiv.org,20,2
sph-exa.readthedocs.io,7,1
chatgpt.com,6,1
spheric-sph.org,3,3
Bing,2,2
hpc.dmi.unibas.ch,2,1
jfavre.github.io,1,1
perplexity.ai,1,1
