referrer,views_total,views_unique
Google,51,21
github.com,25,6
sph-exa.readthedocs.io,21,2
spheric-sph.org,15,5
chatgpt.com,9,2
Bing,8,3
docs.google.com,2,1
fr.search.yahoo.com,2,1
