time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-14 00:00:00+00:00,151,28,15,6
2026-05-15 00:00:00+00:00,259,21,20,8
2026-05-16 00:00:00+00:00,55,20,8,3
2026-05-17 00:00:00+00:00,41,18,5,2
2026-05-18 00:00:00+00:00,112,46,37,12
2026-05-19 00:00:00+00:00,98,44,15,5
2026-05-20 00:00:00+00:00,55,18,27,12
2026-05-21 00:00:00+00:00,620,56,11,4
2026-05-22 00:00:00+00:00,60,30,29,7
2026-05-23 00:00:00+00:00,48,18,13,5
2026-05-24 00:00:00+00:00,75,21,1,1
2026-05-25 00:00:00+00:00,179,62,5,4
2026-05-26 00:00:00+00:00,629,161,14,5
2026-05-27 00:00:00+00:00,472,163,14,7
