referrer,views_total,views_unique
github.com,112,9
Google,31,9
Bing,2,2
sph-exa.readthedocs.io,2,2
DuckDuckGo,1,1
chatgpt.com,1,1
hpc.dmi.unibas.ch,1,1
spec.org,1,1
