referrer,views_total,views_unique
github.com,27,2
arxiv.org,24,1
Google,22,16
spec.org,21,3
spheric-sph.org,13,4
Bing,13,2
sph-exa.readthedocs.io,6,2
yandex.ru,3,1
github.dev,1,1
