time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-19 00:00:00+00:00,39,20,81,11
2026-02-20 00:00:00+00:00,39,20,55,8
2026-02-21 00:00:00+00:00,36,17,9,8
2026-02-22 00:00:00+00:00,43,17,8,6
2026-02-23 00:00:00+00:00,59,29,26,10
2026-02-24 00:00:00+00:00,84,30,70,14
2026-02-25 00:00:00+00:00,291,68,32,8
2026-02-26 00:00:00+00:00,134,33,41,10
2026-02-27 00:00:00+00:00,232,54,123,11
2026-02-28 00:00:00+00:00,39,19,27,4
2026-03-01 00:00:00+00:00,42,20,35,5
2026-03-02 00:00:00+00:00,118,35,68,12
2026-03-03 00:00:00+00:00,95,26,25,8
2026-03-04 00:00:00+00:00,51,16,58,10
