time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-11 00:00:00+00:00,102,34,48,26
2026-07-12 00:00:00+00:00,38,15,7,6
2026-07-13 00:00:00+00:00,69,39,29,8
2026-07-14 00:00:00+00:00,157,68,92,14
2026-07-15 00:00:00+00:00,227,69,56,9
2026-07-16 00:00:00+00:00,68,35,8,6
2026-07-17 00:00:00+00:00,83,36,8,5
2026-07-18 00:00:00+00:00,41,19,3,2
2026-07-19 00:00:00+00:00,57,28,26,2
2026-07-20 00:00:00+00:00,99,33,44,7
2026-07-21 00:00:00+00:00,118,48,5,2
2026-07-22 00:00:00+00:00,87,36,25,7
2026-07-23 00:00:00+00:00,42,23,16,8
2026-07-24 00:00:00+00:00,62,18,21,10
