referrer,views_total,views_unique
Google,98,13
github.com,51,9
spheric-sph.org,21,2
sph-exa.readthedocs.io,16,4
Bing,7,3
excel.officeapps.live.com,3,2
search.brave.com,2,2
DuckDuckGo,2,1
chatgpt.com,1,1
