referrer,views_total,views_unique
Google,139,25
github.com,11,5
hpc.dmi.unibas.ch,3,2
cn.bing.com,2,2
confluence.cscs.ch,1,1
sph-exa.readthedocs.io,1,1
search.brave.com,1,1
