time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-24 00:00:00+00:00,16,6,14.0,4.0
2025-05-25 00:00:00+00:00,11,5,,
2025-05-26 00:00:00+00:00,12,4,21.0,6.0
2025-05-27 00:00:00+00:00,13,6,11.0,8.0
2025-05-28 00:00:00+00:00,18,5,34.0,7.0
2025-05-29 00:00:00+00:00,12,6,13.0,5.0
2025-05-30 00:00:00+00:00,33,10,24.0,5.0
2025-05-31 00:00:00+00:00,18,6,2.0,2.0
2025-06-01 00:00:00+00:00,14,6,2.0,2.0
2025-06-02 00:00:00+00:00,18,6,20.0,8.0
2025-06-03 00:00:00+00:00,13,6,160.0,8.0
2025-06-04 00:00:00+00:00,44,11,20.0,5.0
2025-06-05 00:00:00+00:00,16,8,60.0,4.0
2025-06-06 00:00:00+00:00,25,5,8.0,1.0
