time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-01 00:00:00+00:00,34,15,12,2
2026-01-02 00:00:00+00:00,18,11,15,4
2026-01-03 00:00:00+00:00,20,12,13,8
2026-01-04 00:00:00+00:00,32,17,17,4
2026-01-05 00:00:00+00:00,13,11,9,3
2026-01-06 00:00:00+00:00,15,10,16,7
2026-01-07 00:00:00+00:00,52,18,86,10
2026-01-08 00:00:00+00:00,25,13,33,8
2026-01-09 00:00:00+00:00,17,11,13,9
2026-01-10 00:00:00+00:00,23,13,9,2
2026-01-11 00:00:00+00:00,24,13,2,2
2026-01-12 00:00:00+00:00,144,57,81,11
2026-01-13 00:00:00+00:00,55,24,87,10
2026-01-14 00:00:00+00:00,48,28,65,9
