time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-06 00:00:00+00:00,40,15,2,2
2026-09-07 00:00:00+00:00,81,36,55,6
2026-09-08 00:00:00+00:00,49,24,37,9
2026-09-09 00:00:00+00:00,57,25,18,7
2026-09-10 00:00:00+00:00,20,15,13,5
2026-09-11 00:00:00+00:00,34,13,4,4
2026-09-12 00:00:00+00:00,51,29,33,4
2026-09-13 00:00:00+00:00,52,25,1,1
2026-09-14 00:00:00+00:00,39,20,22,6
2026-09-15 00:00:00+00:00,39,19,46,15
2026-09-16 00:00:00+00:00,197,19,27,8
2026-09-17 00:00:00+00:00,67,29,10,4
2026-09-18 00:00:00+00:00,1744,21,17,5
2026-09-19 00:00:00+00:00,4779,59,4,4
