time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-16 00:00:00+00:00,114,27,35,10
2026-06-17 00:00:00+00:00,75,27,19,9
2026-06-18 00:00:00+00:00,330,28,27,13
2026-06-19 00:00:00+00:00,70,22,10,5
2026-06-20 00:00:00+00:00,52,16,4,3
2026-06-21 00:00:00+00:00,271,28,5,1
2026-06-22 00:00:00+00:00,106,38,46,7
2026-06-23 00:00:00+00:00,112,46,22,10
2026-06-24 00:00:00+00:00,64,30,23,10
2026-06-25 00:00:00+00:00,45,19,15,4
2026-06-26 00:00:00+00:00,59,23,25,7
2026-06-27 00:00:00+00:00,61,20,11,8
2026-06-28 00:00:00+00:00,285,16,6,1
2026-06-29 00:00:00+00:00,47,25,14,9
