referrer,views_total,views_unique
github.com,55,9
Google,25,5
spheric-sph.org,5,4
Bing,4,2
DuckDuckGo,4,1
zjuers.com,4,1
hpc.dmi.unibas.ch,1,1
lumi-supercomputer.github.io,1,1
sogou.com,1,1
arxiv.org,1,1
