referrer,views_total,views_unique
github.com,26,14
Google,22,5
spec.org,6,1
hpc.dmi.unibas.ch,5,1
spheric-sph.org,3,3
Bing,3,2
aanda.org,3,1
DuckDuckGo,2,1
chatgpt.com,1,1
lumi-supercomputer.github.io,1,1
