time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-25 00:00:00+00:00,71,32,9,6
2026-07-26 00:00:00+00:00,152,22,3,3
2026-07-27 00:00:00+00:00,143,17,10,4
2026-07-28 00:00:00+00:00,2240,18,2,2
2026-07-29 00:00:00+00:00,169,27,6,4
2026-07-30 00:00:00+00:00,65,19,7,4
2026-07-31 00:00:00+00:00,59,13,5,3
2026-08-01 00:00:00+00:00,65,13,14,2
2026-08-02 00:00:00+00:00,118,19,6,5
2026-08-03 00:00:00+00:00,121,28,85,4
2026-08-04 00:00:00+00:00,49,29,15,6
2026-08-05 00:00:00+00:00,79,45,24,8
2026-08-06 00:00:00+00:00,64,37,10,4
2026-08-07 00:00:00+00:00,31,14,5,4
